REALPROP,FSNETINC,TANF_IND,RAWERND,FSTOTDE2,SHELDED,FSTOTDED,FSSLTDE2,FSGA,FSWAGES,LIQRESOR,FSERNDE2,FSDIS,HWGT,FSSLTDED,FSASSET,CERTHHSZ,FSSSI,FSNELDER,WRK_POOR,FSERNDED,FSTANF,FSUNEARN,RAWNET,TPOV,FSUSIZE,FSEARN,FSSTDDE2,FSNONCIT,FSGRINC,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,588.0,0.0,281.0,816.0,326.0,816.0,325.0,0.0,1069.0,292.0,420.0,0.0,720.1703956622553,325.0,292.0,5.0,0.0,0.0,1.0,280.0,0.0,0.0,586.0,72.0,5.0,1404.0,243.0,0.0,1404.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,310.0,262.0,396.0,176.0,0.0,0.0,0.0,0.0,0.0,777.755019637868,262.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0,28.0,2.0,0.0,115.0,0.0,310.0,1.0,0.0,1.0
0.0,367.0,0.0,0.0,276.0,143.0,276.0,142.0,0.0,0.0,173.0,0.0,1.0,812.9914656216083,142.0,173.0,2.0,204.0,0.0,0.0,0.0,0.0,643.0,367.0,58.0,2.0,0.0,201.0,0.0,643.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,232.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,697.508643576471,232.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1183.0,0.0,210.0,462.0,0.0,462.0,0.0,0.0,1045.0,0.0,209.0,0.0,668.0314042477662,0.0,0.0,8.0,0.0,0.0,1.0,209.0,0.0,600.0,1183.0,59.0,8.0,1045.0,186.0,0.0,1645.0,0.0,0.0,1.0
0.0,0.0,0.0,58.0,288.0,417.0,708.0,0.0,0.0,288.0,0.0,0.0,0.0,777.755019637868,417.0,0.0,2.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,26.0,2.0,288.0,0.0,0.0,288.0,0.0,0.0,1.0
0.0,950.0,0.0,271.0,404.0,0.0,404.0,0.0,0.0,1354.0,142.0,270.0,0.0,865.525803270094,0.0,142.0,2.0,0.0,0.0,1.0,270.0,0.0,0.0,1083.0,123.0,2.0,1354.0,134.0,0.0,1354.0,0.0,0.0,1.0
0.0,619.0,0.0,120.0,260.0,7.0,260.0,6.0,0.0,600.0,0.0,126.0,0.0,794.9711391625289,6.0,0.0,3.0,0.0,0.0,1.0,120.0,0.0,279.0,617.0,64.0,3.0,600.0,140.0,0.0,879.0,0.0,0.0,1.0
0.0,1142.0,0.0,378.0,750.0,210.0,750.0,210.0,0.0,1892.0,237.0,567.0,0.0,773.6657272921157,210.0,237.0,5.0,0.0,0.0,1.0,378.0,0.0,0.0,1141.0,97.0,5.0,1892.0,243.0,1.0,1892.0,0.0,0.0,1.0
0.0,330.0,1.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,729.2214449618373,0.0,0.0,4.0,0.0,0.0,0.0,0.0,469.0,469.0,330.0,28.0,4.0,0.0,139.0,0.0,469.0,1.0,0.0,1.0
0.0,1634.0,0.0,455.0,641.0,0.0,641.0,0.0,0.0,2275.0,0.0,455.0,0.0,751.078990113203,0.0,0.0,7.0,0.0,0.0,1.0,455.0,0.0,0.0,1634.0,90.0,7.0,2275.0,186.0,0.0,2275.0,0.0,0.0,1.0
0.0,798.0,0.0,0.0,156.0,22.0,156.0,22.0,0.0,0.0,0.0,0.0,1.0,854.3142068207221,22.0,0.0,2.0,550.0,0.0,0.0,0.0,0.0,954.0,798.0,87.0,2.0,0.0,156.0,0.0,954.0,1.0,0.0,1.0
0.0,1013.0,0.0,373.0,851.0,317.0,851.0,317.0,0.0,1864.0,595.0,558.0,0.0,761.172805534244,317.0,595.0,5.0,0.0,0.0,1.0,372.0,0.0,0.0,1011.0,96.0,5.0,1864.0,243.0,0.0,1864.0,0.0,0.0,1.0
0.0,0.0,0.0,89.0,443.0,417.0,639.0,221.0,0.0,443.0,0.0,0.0,0.0,735.389512317295,417.0,0.0,3.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,32.0,3.0,443.0,1.0,0.0,443.0,0.0,0.0,1.0
0.0,42.0,0.0,0.0,551.0,417.0,551.0,417.0,0.0,0.0,0.0,0.0,0.0,739.5538195699189,417.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,593.0,42.0,43.0,3.0,0.0,134.0,0.0,593.0,0.0,0.0,1.0
0.0,464.0,0.0,0.0,179.0,45.0,179.0,45.0,0.0,0.0,0.0,0.0,1.0,866.2482380644283,45.0,0.0,1.0,170.0,0.0,0.0,0.0,0.0,643.0,464.0,79.0,1.0,0.0,179.0,0.0,643.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,310.0,184.0,318.0,176.0,0.0,0.0,0.0,0.0,0.0,777.755019637868,184.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0,28.0,2.0,0.0,193.0,0.0,310.0,1.0,0.0,1.0
0.0,467.0,0.0,0.0,156.0,22.0,156.0,22.0,0.0,0.0,0.0,0.0,1.0,780.2358981147828,22.0,0.0,3.0,623.0,0.0,0.0,0.0,0.0,623.0,466.0,45.0,3.0,0.0,156.0,0.0,623.0,0.0,0.0,1.0
0.0,9.0,0.0,0.0,614.0,475.0,614.0,475.0,0.0,0.0,0.0,0.0,1.0,698.4696375578457,475.0,0.0,4.0,623.0,0.0,0.0,0.0,0.0,623.0,9.0,37.0,4.0,0.0,209.0,0.0,623.0,0.0,0.0,1.0
0.0,90.0,1.0,94.0,596.0,370.0,596.0,369.0,0.0,469.0,0.0,139.0,0.0,744.0384581496677,369.0,0.0,3.0,0.0,0.0,1.0,93.0,217.0,217.0,88.0,50.0,3.0,469.0,201.0,0.0,686.0,1.0,0.0,1.0
0.0,377.0,0.0,0.0,246.0,113.0,246.0,112.0,0.0,0.0,0.0,0.0,1.0,857.9196235591805,112.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,377.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,732.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,868.1702260271777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,866.0,732.0,106.0,1.0,0.0,134.0,0.0,866.0,0.0,0.0,1.0
0.0,251.0,1.0,0.0,218.0,79.0,218.0,79.0,0.0,0.0,0.0,0.0,0.0,721.5334931108395,79.0,0.0,4.0,0.0,0.0,0.0,0.0,469.0,469.0,251.0,28.0,4.0,0.0,209.0,0.0,469.0,1.0,0.0,1.0
0.0,785.0,0.0,0.0,281.0,88.0,281.0,88.0,0.0,0.0,0.0,0.0,0.0,868.1702260271777,88.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1066.0,786.0,130.0,1.0,0.0,201.0,0.0,1066.0,0.0,0.0,1.0
0.0,398.0,0.0,0.0,225.0,92.0,225.0,91.0,0.0,0.0,0.0,0.0,1.0,859.84161152193,91.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,398.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,821.7221835940654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,893.0,1.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,783.3574392459475,0.0,0.0,4.0,387.0,0.0,0.0,0.0,389.0,1032.0,893.0,62.0,4.0,0.0,139.0,0.0,1032.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,183.0,417.0,916.0,49.0,0.0,0.0,0.0,0.0,1.0,735.3895123172952,782.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,13.0,3.0,0.0,0.0,0.0,183.0,0.0,0.0,1.0
0.0,39.0,1.0,0.0,271.0,137.0,271.0,137.0,0.0,0.0,0.0,0.0,0.0,781.5989955633669,137.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,39.0,28.0,2.0,0.0,201.0,0.0,310.0,1.0,0.0,1.0
0.0,731.0,0.0,174.0,691.0,389.0,691.0,383.0,0.0,871.0,0.0,261.0,0.0,805.5420729576509,383.0,0.0,3.0,0.0,0.0,1.0,174.0,0.0,551.0,725.0,103.0,3.0,871.0,201.0,0.0,1422.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,735.389512317295,417.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,270.0,0.0,0.0,373.0,239.0,373.0,239.0,0.0,0.0,0.0,0.0,0.0,847.6690210911834,239.0,0.0,1.0,132.0,1.0,0.0,0.0,0.0,643.0,270.0,79.0,1.0,0.0,201.0,0.0,643.0,1.0,0.0,1.0
0.0,443.0,0.0,0.0,200.0,67.0,200.0,66.0,0.0,0.0,0.0,0.0,0.0,864.3262501016789,66.0,0.0,1.0,316.0,1.0,0.0,0.0,0.0,643.0,443.0,79.0,1.0,0.0,200.0,0.0,643.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,821.7221835940654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,539.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,25.0,0.0,0.0,868.1702260271777,0.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,673.0,539.0,82.0,1.0,0.0,134.0,0.0,673.0,0.0,0.0,1.0
0.0,1690.0,0.0,463.0,625.0,0.0,625.0,0.0,0.0,2315.0,0.0,463.0,0.0,826.2000649406014,0.0,0.0,5.0,0.0,0.0,1.0,463.0,0.0,0.0,1690.0,119.0,5.0,2315.0,162.0,0.0,2315.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,118.0,221.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,821.7221835940654,221.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,14.0,1.0,0.0,0.0,0.0,118.0,0.0,0.0,1.0
0.0,192.0,0.0,0.0,728.0,354.0,728.0,354.0,0.0,0.0,0.0,0.0,1.0,840.3014005673103,354.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,920.0,192.0,113.0,1.0,0.0,201.0,0.0,920.0,0.0,0.0,1.0
0.0,1480.0,0.0,371.0,571.0,62.0,571.0,61.0,0.0,1855.0,1300.0,432.0,0.0,839.7357528199321,61.0,1300.0,4.0,0.0,0.0,1.0,371.0,0.0,196.0,1479.0,123.0,4.0,1855.0,200.0,0.0,2051.0,0.0,0.0,1.0
0.0,277.0,0.0,0.0,346.0,233.0,346.0,212.0,0.0,0.0,0.0,0.0,1.0,848.3096837454332,212.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,256.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,1559.0,0.0,280.0,466.0,0.0,466.0,0.0,0.0,1402.0,0.0,280.0,1.0,744.0317009164548,0.0,0.0,7.0,623.0,0.0,1.0,280.0,0.0,623.0,1558.0,80.0,7.0,1402.0,186.0,0.0,2025.0,0.0,0.0,1.0
0.0,370.0,0.0,0.0,273.0,140.0,273.0,139.0,0.0,0.0,0.0,0.0,0.0,857.2789609049307,139.0,0.0,1.0,74.0,1.0,0.0,0.0,0.0,643.0,370.0,79.0,1.0,0.0,201.0,0.0,643.0,1.0,0.0,1.0
0.0,701.0,0.0,221.0,405.0,51.0,405.0,50.0,0.0,1106.0,10.0,271.0,0.0,802.6590910135267,50.0,10.0,3.0,0.0,0.0,1.0,221.0,0.0,0.0,700.0,80.0,3.0,1106.0,184.0,0.0,1106.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,821.7221835940654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,984.0,0.0,292.0,478.0,0.0,478.0,0.0,0.0,1462.0,0.0,292.0,0.0,853.7038155564337,0.0,0.0,6.0,0.0,0.0,1.0,292.0,0.0,0.0,983.0,65.0,6.0,1462.0,186.0,0.0,1462.0,0.0,0.0,1.0
0.0,0.0,0.0,32.0,159.0,50.0,215.0,0.0,0.0,159.0,921.0,0.0,0.0,795.5243385250207,50.0,921.0,1.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,19.0,1.0,159.0,128.0,0.0,159.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,231.0,59.0,293.0,0.0,231.0,0.0,0.0,0.0,0.0,795.5243385250207,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,28.0,1.0,0.0,131.0,0.0,231.0,1.0,0.0,1.0
0.0,951.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,218.0,0.0,1.0,897.4223728137507,0.0,218.0,2.0,0.0,0.0,0.0,0.0,0.0,1085.0,951.0,99.0,2.0,0.0,134.0,0.0,1085.0,0.0,0.0,1.0
0.0,339.0,0.0,0.0,284.0,151.0,284.0,150.0,0.0,0.0,628.0,0.0,1.0,840.9672712299054,150.0,628.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,339.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,97.0,0.0,0.0,134.0,0.0,134.0,0.0,231.0,0.0,0.0,0.0,0.0,808.4443880195468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,231.0,97.0,28.0,1.0,0.0,134.0,0.0,231.0,1.0,0.0,1.0
0.0,338.0,1.0,126.0,682.0,417.0,682.0,417.0,0.0,631.0,0.0,157.0,0.0,790.6917345744987,417.0,0.0,4.0,0.0,0.0,1.0,126.0,389.0,389.0,338.0,61.0,4.0,631.0,176.0,0.0,1020.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,710.4406235740391,417.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,195.0,0.0,0.0,269.0,135.0,269.0,135.0,0.0,0.0,0.0,0.0,0.0,801.6357989750231,135.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,464.0,196.0,42.0,2.0,0.0,201.0,0.0,464.0,0.0,0.0,1.0
0.0,1532.0,0.0,255.0,416.0,0.0,416.0,0.0,0.0,1273.0,0.0,254.0,1.0,944.7154857894202,0.0,0.0,5.0,0.0,0.0,1.0,254.0,0.0,675.0,1531.0,100.0,5.0,1273.0,162.0,0.0,1948.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,310.0,417.0,551.0,176.0,0.0,0.0,0.0,0.0,0.0,775.350181037884,417.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0,28.0,2.0,0.0,0.0,0.0,310.0,1.0,0.0,1.0
0.0,509.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,860.1245859976509,0.0,0.0,1.0,99.0,1.0,0.0,0.0,0.0,643.0,509.0,79.0,1.0,0.0,134.0,0.0,643.0,1.0,0.0,1.0
0.0,288.0,1.0,197.0,806.0,326.0,806.0,325.0,0.0,985.0,0.0,295.0,0.0,795.7182478266739,325.0,0.0,3.0,0.0,0.0,1.0,197.0,109.0,109.0,287.0,79.0,3.0,985.0,201.0,0.0,1094.0,1.0,0.0,1.0
0.0,87.0,0.0,0.0,171.0,9.0,171.0,9.0,0.0,0.0,0.0,0.0,0.0,751.3602623196166,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,258.0,87.0,13.0,5.0,0.0,171.0,0.0,258.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,745.6943208177012,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,508.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,860.1245859976509,0.0,0.0,1.0,277.0,1.0,0.0,0.0,0.0,642.0,508.0,79.0,1.0,0.0,134.0,0.0,642.0,1.0,0.0,1.0
0.0,279.0,0.0,0.0,729.0,595.0,729.0,595.0,0.0,0.0,0.0,0.0,1.0,832.9479301643374,595.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1008.0,279.0,123.0,1.0,0.0,201.0,0.0,1008.0,0.0,0.0,1.0
0.0,55.0,0.0,167.0,917.0,417.0,917.0,417.0,0.0,834.0,0.0,190.0,0.0,764.9774404086636,417.0,0.0,3.0,0.0,0.0,1.0,166.0,0.0,138.0,54.0,70.0,3.0,834.0,142.0,0.0,972.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,8.0,0.0,0.0,795.5243385250207,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,97.0,1.0,0.0,273.0,139.0,273.0,139.0,0.0,0.0,0.0,0.0,0.0,788.2702305324101,139.0,0.0,2.0,0.0,0.0,0.0,0.0,370.0,370.0,97.0,34.0,2.0,0.0,201.0,0.0,370.0,1.0,0.0,1.0
0.0,578.0,1.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,834.478396310252,0.0,0.0,3.0,0.0,0.0,0.0,0.0,389.0,712.0,578.0,51.0,3.0,0.0,134.0,0.0,712.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,94.0,232.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,232.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,12.0,1.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0
0.0,484.0,0.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,810.2945682903314,0.0,0.0,4.0,623.0,0.0,0.0,0.0,0.0,623.0,484.0,37.0,4.0,0.0,139.0,0.0,623.0,0.0,0.0,1.0
0.0,1076.0,0.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,889.5969410498361,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1215.0,1076.0,73.0,4.0,0.0,139.0,4.0,1215.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,343.0,0.0,176.0,727.0,417.0,727.0,417.0,0.0,881.0,0.0,176.0,0.0,821.2386326908558,417.0,0.0,2.0,0.0,0.0,1.0,176.0,0.0,189.0,343.0,97.0,2.0,881.0,134.0,0.0,1070.0,0.0,0.0,1.0
0.0,307.0,0.0,143.0,557.0,253.0,557.0,252.0,0.0,716.0,0.0,214.0,0.0,780.7645128933655,252.0,0.0,5.0,0.0,0.0,1.0,143.0,0.0,148.0,306.0,44.0,5.0,716.0,243.0,0.0,864.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,300.0,417.0,579.0,138.0,0.0,0.0,200.0,0.0,0.0,739.7767696693518,417.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,15.0,5.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0
0.0,756.0,0.0,0.0,154.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,1.0,860.1245859976509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,910.0,756.0,111.0,1.0,0.0,134.0,0.0,910.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1201.0,0.0,273.0,589.0,155.0,589.0,154.0,0.0,1367.0,0.0,409.0,0.0,900.1635909807097,154.0,0.0,5.0,0.0,0.0,1.0,273.0,0.0,423.0,1200.0,92.0,5.0,1367.0,243.0,0.0,1790.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,310.0,344.0,478.0,176.0,0.0,0.0,0.0,0.0,0.0,775.350181037884,344.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0,28.0,2.0,0.0,33.0,0.0,310.0,1.0,0.0,1.0
0.0,891.0,0.0,325.0,734.0,0.0,734.0,0.0,0.0,1625.0,0.0,325.0,0.0,858.7303288086089,0.0,0.0,5.0,0.0,0.0,1.0,325.0,0.0,0.0,891.0,83.0,5.0,1625.0,162.0,0.0,1625.0,0.0,0.0,1.0
0.0,169.0,0.0,0.0,551.0,389.0,551.0,389.0,0.0,0.0,0.0,0.0,1.0,762.4982360217942,389.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,720.0,169.0,37.0,5.0,0.0,243.0,0.0,720.0,0.0,0.0,1.0
0.0,1080.0,0.0,0.0,240.0,78.0,240.0,78.0,0.0,0.0,0.0,0.0,1.0,884.1249088495739,78.0,0.0,5.0,750.0,1.0,0.0,0.0,0.0,1320.0,1080.0,68.0,5.0,0.0,240.0,0.0,1320.0,0.0,0.0,1.0
0.0,328.0,0.0,196.0,652.0,322.0,652.0,322.0,0.0,980.0,0.0,294.0,0.0,801.0644752037191,322.0,0.0,3.0,0.0,0.0,1.0,196.0,0.0,0.0,328.0,71.0,3.0,980.0,201.0,0.0,980.0,0.0,0.0,1.0
0.0,441.0,0.0,0.0,202.0,69.0,202.0,68.0,0.0,0.0,530.0,0.0,0.0,854.3328396725185,68.0,530.0,1.0,84.0,1.0,0.0,0.0,0.0,643.0,440.0,79.0,1.0,0.0,201.0,0.0,643.0,1.0,0.0,1.0
0.0,302.0,0.0,0.0,321.0,188.0,321.0,187.0,0.0,0.0,0.0,0.0,1.0,836.0665628009472,187.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,302.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,498.0,0.0,145.0,279.0,0.0,279.0,0.0,0.0,727.0,1162.0,145.0,0.0,841.7325043028626,0.0,1162.0,2.0,0.0,0.0,1.0,145.0,0.0,50.0,497.0,71.0,2.0,727.0,134.0,0.0,777.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,310.0,1549.0,417.0,1655.0,311.0,0.0,1549.0,1721.0,239.0,0.0,745.6943208177012,417.0,1721.0,4.0,0.0,0.0,1.0,309.0,0.0,0.0,0.0,93.0,4.0,1549.0,33.0,0.0,1549.0,0.0,0.0,1.0
0.0,573.0,1.0,0.0,331.0,197.0,331.0,197.0,0.0,0.0,0.0,0.0,1.0,851.979440108866,197.0,0.0,2.0,623.0,0.0,0.0,0.0,231.0,904.0,573.0,82.0,2.0,0.0,201.0,0.0,904.0,1.0,0.0,1.0
0.0,263.0,1.0,0.0,206.0,67.0,206.0,67.0,0.0,0.0,0.0,0.0,0.0,780.8903177165824,67.0,0.0,4.0,0.0,0.0,0.0,0.0,469.0,469.0,263.0,28.0,4.0,0.0,206.0,1.0,469.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,167.0,216.0,349.0,33.0,0.0,0.0,0.0,0.0,0.0,775.350181037884,215.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,15.0,2.0,0.0,19.0,0.0,167.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5243385250207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,757.4036182911829,232.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,138.0,232.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,739.7767696693518,232.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,7.0,5.0,0.0,0.0,0.0,138.0,0.0,0.0,1.0
0.0,691.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,927.0,0.0,0.0,860.1245859976509,0.0,927.0,1.0,0.0,1.0,0.0,0.0,0.0,825.0,691.0,101.0,1.0,0.0,134.0,0.0,825.0,0.0,0.0,1.0
0.0,530.0,0.0,235.0,644.0,55.0,644.0,104.0,0.0,1174.0,100.0,338.0,0.0,828.2411310370326,104.0,100.0,3.0,0.0,0.0,1.0,234.0,0.0,0.0,676.0,85.0,3.0,1174.0,201.0,1.0,1174.0,0.0,0.0,1.0
0.0,144.0,0.0,192.0,1026.0,417.0,1026.0,417.0,0.0,960.0,0.0,254.0,0.0,764.8516355854466,417.0,0.0,4.0,0.0,0.0,1.0,192.0,0.0,210.0,143.0,70.0,4.0,960.0,174.0,0.0,1170.0,0.0,0.0,1.0
0.0,176.0,1.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,798.9626852865006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,310.0,310.0,176.0,28.0,2.0,0.0,134.0,0.0,310.0,1.0,0.0,1.0
0.0,0.0,0.0,98.0,490.0,417.0,649.0,258.0,0.0,490.0,0.0,0.0,0.0,795.5243385250207,417.0,0.0,1.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,60.0,1.0,490.0,0.0,0.0,490.0,0.0,0.0,1.0
0.0,623.0,0.0,0.0,314.0,180.0,314.0,180.0,0.0,0.0,0.0,0.0,1.0,858.6622243301726,180.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,937.0,623.0,85.0,2.0,0.0,201.0,0.0,937.0,0.0,0.0,1.0
0.0,134.0,0.0,0.0,489.0,356.0,489.0,355.0,0.0,0.0,415.0,0.0,1.0,813.3450964485048,355.0,415.0,1.0,623.0,0.0,0.0,0.0,0.0,623.0,134.0,76.0,1.0,0.0,201.0,0.0,623.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,745.6943208177012,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
